timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,bytes,Latency
1301296006864,36,Get client/salesRepresentatives,200,OK,Client Get 4-10,text,true,75,35
1301296007803,31,Get client/projectManagers,200,OK,Client Get 4-11,text,true,120,31
1301371323129,91,Get /client/profileQnsAns/464,200,OK,Client Get 4-1,text,true,730,91
1301371324045,63,Get client/profiles,200,OK,Client Get 4-2,text,true,9773,62
1301371324953,50,Get client/profiles/48/questions,200,OK,Client Get 4-3,text,true,15848,50
1301371325863,104,Get client/profiles/48/questions/261/answers,200,OK,Client Get 4-4,text,true,2585,104
1301371326772,387,Get client/publisherPLSites,200,OK,Client Get 4-5,text,true,509,387
1301371327680,23,Get client/channels,200,OK,Client Get 4-6,text,true,613,23
1301371328589,36,Get client/defaultSettings,200,OK,Client Get 4-7,text,true,177,35
1301371329466,22,Get client/additionalEmployees,200,OK,Client Get 4-8,text,true,207,22
1301371330375,95,Get client/projects,200,OK,Client Get 4-9,text,true,52763,91
1301371331284,22,Get client/salesRepresentatives,200,OK,Client Get 4-10,text,true,75,22
1301371332222,38,Get client/projectManagers,200,OK,Client Get 4-11,text,true,120,38
1301459364385,45,Get /client/profileQnsAns/464,200,OK,Client Get 4-1,text,true,730,45
1301459365276,51,Get client/profiles,200,OK,Client Get 4-2,text,true,9773,50
1301459366185,53,Get client/profiles/48/questions,200,OK,Client Get 4-3,text,true,15848,52
1301459367094,40,Get client/profiles/48/questions/261/answers,200,OK,Client Get 4-4,text,true,2585,40
1301459368003,35,Get client/publisherPLSites,200,OK,Client Get 4-5,text,true,509,35
